rank,logit,path
2378,0.00232,.cache_imagenette/imagenette2-320/train/n03425413/n03425413_9377.JPEG
2379,0.00231,.cache_imagenette/imagenette2-320/train/n03028079/n03028079_38688.JPEG
2380,0.00225,.cache_imagenette/imagenette2-320/train/n02979186/n02979186_7094.JPEG
2381,0.00214,.cache_imagenette/imagenette2-320/train/n02979186/n02979186_14999.JPEG
2382,0.00212,.cache_imagenette/imagenette2-320/train/n03417042/n03417042_4557.JPEG
2383,0.00211,.cache_imagenette/imagenette2-320/train/n02979186/n02979186_26708.JPEG
2384,0.00210,.cache_imagenette/imagenette2-320/train/n03028079/n03028079_7425.JPEG
2385,0.00209,.cache_imagenette/imagenette2-320/train/n02102040/n02102040_7938.JPEG
2386,0.00208,.cache_imagenette/imagenette2-320/train/n03028079/n03028079_27613.JPEG
2387,0.00207,.cache_imagenette/imagenette2-320/train/n03425413/n03425413_19719.JPEG
2388,0.00200,.cache_imagenette/imagenette2-320/train/n03425413/n03425413_21203.JPEG
2389,0.00200,.cache_imagenette/imagenette2-320/train/n03888257/n03888257_11387.JPEG
2390,0.00198,.cache_imagenette/imagenette2-320/train/n02102040/n02102040_6963.JPEG
2391,0.00197,.cache_imagenette/imagenette2-320/train/n03425413/n03425413_15375.JPEG
2392,0.00189,.cache_imagenette/imagenette2-320/train/n03417042/n03417042_6838.JPEG
2393,0.00188,.cache_imagenette/imagenette2-320/train/n02102040/n02102040_3587.JPEG
2394,0.00183,.cache_imagenette/imagenette2-320/train/n03425413/ILSVRC2012_val_00009279.JPEG
2395,0.00181,.cache_imagenette/imagenette2-320/train/n03394916/n03394916_46028.JPEG
2396,0.00179,.cache_imagenette/imagenette2-320/train/n03888257/n03888257_15234.JPEG
2397,0.00178,.cache_imagenette/imagenette2-320/train/n03394916/n03394916_34338.JPEG
2398,0.00175,.cache_imagenette/imagenette2-320/train/n02979186/n02979186_14536.JPEG
2399,0.00174,.cache_imagenette/imagenette2-320/train/n02979186/n02979186_6137.JPEG
2400,0.00173,.cache_imagenette/imagenette2-320/train/n01440764/n01440764_11593.JPEG
2401,0.00171,.cache_imagenette/imagenette2-320/train/n02979186/n02979186_15567.JPEG
2402,0.00169,.cache_imagenette/imagenette2-320/train/n02102040/n02102040_4619.JPEG
2403,0.00168,.cache_imagenette/imagenette2-320/train/n03417042/n03417042_4153.JPEG
2404,0.00160,.cache_imagenette/imagenette2-320/train/n01440764/n01440764_31293.JPEG
2405,0.00158,.cache_imagenette/imagenette2-320/train/n03000684/n03000684_25165.JPEG
2406,0.00156,.cache_imagenette/imagenette2-320/train/n03394916/n03394916_45827.JPEG
2407,0.00153,.cache_imagenette/imagenette2-320/train/n03394916/n03394916_58467.JPEG
2408,0.00153,.cache_imagenette/imagenette2-320/train/n03445777/n03445777_10616.JPEG
2409,0.00152,.cache_imagenette/imagenette2-320/train/n02979186/n02979186_3656.JPEG
2410,0.00148,.cache_imagenette/imagenette2-320/train/n02979186/n02979186_5947.JPEG
2411,0.00147,.cache_imagenette/imagenette2-320/train/n02979186/n02979186_13346.JPEG
2412,0.00143,.cache_imagenette/imagenette2-320/train/n01440764/n01440764_547.JPEG
2413,0.00137,.cache_imagenette/imagenette2-320/train/n01440764/n01440764_2433.JPEG
2414,0.00129,.cache_imagenette/imagenette2-320/train/n03445777/n03445777_9017.JPEG
2415,0.00126,.cache_imagenette/imagenette2-320/train/n03425413/n03425413_3594.JPEG
2416,0.00107,.cache_imagenette/imagenette2-320/train/n03028079/n03028079_12459.JPEG
2417,0.00105,.cache_imagenette/imagenette2-320/train/n03394916/n03394916_3249.JPEG
2418,0.00092,.cache_imagenette/imagenette2-320/train/n03000684/n03000684_33268.JPEG
2419,0.00091,.cache_imagenette/imagenette2-320/train/n02979186/n02979186_14047.JPEG
2420,0.00090,.cache_imagenette/imagenette2-320/train/n02102040/n02102040_1289.JPEG
2421,0.00088,.cache_imagenette/imagenette2-320/train/n03394916/ILSVRC2012_val_00007985.JPEG
2422,0.00088,.cache_imagenette/imagenette2-320/train/n03028079/n03028079_6204.JPEG
2423,0.00069,.cache_imagenette/imagenette2-320/train/n02979186/n02979186_12077.JPEG
2424,0.00066,.cache_imagenette/imagenette2-320/train/n01440764/n01440764_16348.JPEG
2425,0.00065,.cache_imagenette/imagenette2-320/train/n03028079/n03028079_93165.JPEG
2426,0.00064,.cache_imagenette/imagenette2-320/train/n02102040/n02102040_4863.JPEG
2427,0.00047,.cache_imagenette/imagenette2-320/train/n02979186/n02979186_13206.JPEG
2428,0.00045,.cache_imagenette/imagenette2-320/train/n03425413/n03425413_4695.JPEG
2429,0.00037,.cache_imagenette/imagenette2-320/train/n03425413/n03425413_16458.JPEG
2430,0.00035,.cache_imagenette/imagenette2-320/train/n02102040/n02102040_5658.JPEG
2431,0.00032,.cache_imagenette/imagenette2-320/train/n01440764/n01440764_5636.JPEG
2432,0.00032,.cache_imagenette/imagenette2-320/train/n03394916/n03394916_4867.JPEG
2433,0.00029,.cache_imagenette/imagenette2-320/train/n03028079/n03028079_16118.JPEG
2434,0.00021,.cache_imagenette/imagenette2-320/train/n03394916/n03394916_1919.JPEG
2435,0.00018,.cache_imagenette/imagenette2-320/train/n03000684/n03000684_1466.JPEG
2436,0.00014,.cache_imagenette/imagenette2-320/train/n03888257/n03888257_28923.JPEG
2437,0.00008,.cache_imagenette/imagenette2-320/train/n02979186/ILSVRC2012_val_00044373.JPEG
2438,0.00000,.cache_imagenette/imagenette2-320/train/n03425413/n03425413_20848.JPEG
2439,-0.00001,.cache_imagenette/imagenette2-320/train/n03888257/n03888257_7134.JPEG
2440,-0.00002,.cache_imagenette/imagenette2-320/train/n02102040/n02102040_7194.JPEG
2441,-0.00011,.cache_imagenette/imagenette2-320/train/n03425413/n03425413_24019.JPEG
2442,-0.00036,.cache_imagenette/imagenette2-320/train/n03888257/n03888257_23048.JPEG
2443,-0.00041,.cache_imagenette/imagenette2-320/train/n03028079/n03028079_6988.JPEG
2444,-0.00044,.cache_imagenette/imagenette2-320/train/n03888257/n03888257_4157.JPEG
2445,-0.00052,.cache_imagenette/imagenette2-320/train/n02979186/n02979186_18889.JPEG
2446,-0.00056,.cache_imagenette/imagenette2-320/train/n03394916/n03394916_34069.JPEG
2447,-0.00065,.cache_imagenette/imagenette2-320/train/n02979186/n02979186_8355.JPEG
2448,-0.00073,.cache_imagenette/imagenette2-320/train/n03394916/n03394916_47478.JPEG
2449,-0.00077,.cache_imagenette/imagenette2-320/train/n03445777/n03445777_10723.JPEG
2450,-0.00084,.cache_imagenette/imagenette2-320/train/n03425413/n03425413_20327.JPEG
2451,-0.00092,.cache_imagenette/imagenette2-320/train/n03028079/n03028079_47666.JPEG
2452,-0.00106,.cache_imagenette/imagenette2-320/train/n03394916/n03394916_20446.JPEG
2453,-0.00108,.cache_imagenette/imagenette2-320/train/n03425413/n03425413_21508.JPEG
2454,-0.00110,.cache_imagenette/imagenette2-320/train/n01440764/n01440764_5535.JPEG
2455,-0.00124,.cache_imagenette/imagenette2-320/train/n03394916/n03394916_28666.JPEG
2456,-0.00131,.cache_imagenette/imagenette2-320/train/n03425413/n03425413_18589.JPEG
2457,-0.00136,.cache_imagenette/imagenette2-320/train/n01440764/ILSVRC2012_val_00037834.JPEG
2458,-0.00141,.cache_imagenette/imagenette2-320/train/n03888257/n03888257_18208.JPEG
2459,-0.00143,.cache_imagenette/imagenette2-320/train/n03445777/n03445777_2123.JPEG
2460,-0.00144,.cache_imagenette/imagenette2-320/train/n03028079/n03028079_2154.JPEG
2461,-0.00149,.cache_imagenette/imagenette2-320/train/n03028079/n03028079_6607.JPEG
2462,-0.00150,.cache_imagenette/imagenette2-320/train/n02979186/n02979186_12305.JPEG
2463,-0.00151,.cache_imagenette/imagenette2-320/train/n03888257/n03888257_37776.JPEG
2464,-0.00157,.cache_imagenette/imagenette2-320/train/n03425413/n03425413_2103.JPEG
2465,-0.00159,.cache_imagenette/imagenette2-320/train/n02979186/n02979186_6899.JPEG
2466,-0.00162,.cache_imagenette/imagenette2-320/train/n03028079/ILSVRC2012_val_00009705.JPEG
2467,-0.00162,.cache_imagenette/imagenette2-320/train/n01440764/n01440764_3098.JPEG
2468,-0.00169,.cache_imagenette/imagenette2-320/train/n03425413/n03425413_7203.JPEG
2469,-0.00176,.cache_imagenette/imagenette2-320/train/n02979186/n02979186_24524.JPEG
2470,-0.00185,.cache_imagenette/imagenette2-320/train/n03425413/n03425413_14946.JPEG
2471,-0.00191,.cache_imagenette/imagenette2-320/train/n03445777/n03445777_9245.JPEG
2472,-0.00211,.cache_imagenette/imagenette2-320/train/n03445777/n03445777_5534.JPEG
2473,-0.00213,.cache_imagenette/imagenette2-320/train/n02102040/n02102040_159.JPEG
2474,-0.00224,.cache_imagenette/imagenette2-320/train/n03425413/n03425413_22107.JPEG
2475,-0.00225,.cache_imagenette/imagenette2-320/train/n03028079/n03028079_16707.JPEG
2476,-0.00244,.cache_imagenette/imagenette2-320/train/n03394916/n03394916_39153.JPEG
2477,-0.00248,.cache_imagenette/imagenette2-320/train/n03425413/n03425413_1289.JPEG
2478,-0.00255,.cache_imagenette/imagenette2-320/train/n03394916/n03394916_8323.JPEG
2479,-0.00259,.cache_imagenette/imagenette2-320/train/n03394916/n03394916_28947.JPEG
2480,-0.00262,.cache_imagenette/imagenette2-320/train/n03028079/n03028079_699.JPEG
2481,-0.00262,.cache_imagenette/imagenette2-320/train/n03888257/ILSVRC2012_val_00002665.JPEG
2482,-0.00275,.cache_imagenette/imagenette2-320/train/n03888257/n03888257_37553.JPEG
2483,-0.00276,.cache_imagenette/imagenette2-320/train/n02979186/n02979186_6046.JPEG
2484,-0.00276,.cache_imagenette/imagenette2-320/train/n03394916/n03394916_23304.JPEG
2485,-0.00287,.cache_imagenette/imagenette2-320/train/n02979186/n02979186_7437.JPEG
2486,-0.00289,.cache_imagenette/imagenette2-320/train/n03425413/n03425413_15048.JPEG
2487,-0.00299,.cache_imagenette/imagenette2-320/train/n02979186/n02979186_3543.JPEG
2488,-0.00307,.cache_imagenette/imagenette2-320/train/n03028079/n03028079_12054.JPEG
2489,-0.00316,.cache_imagenette/imagenette2-320/train/n02979186/n02979186_17757.JPEG
2490,-0.00319,.cache_imagenette/imagenette2-320/train/n03417042/n03417042_6959.JPEG
2491,-0.00324,.cache_imagenette/imagenette2-320/train/n02979186/n02979186_14916.JPEG
2492,-0.00327,.cache_imagenette/imagenette2-320/train/n03028079/n03028079_3306.JPEG
2493,-0.00340,.cache_imagenette/imagenette2-320/train/n03445777/n03445777_5218.JPEG
2494,-0.00360,.cache_imagenette/imagenette2-320/train/n03028079/n03028079_16355.JPEG
2495,-0.00363,.cache_imagenette/imagenette2-320/train/n03394916/n03394916_46183.JPEG
2496,-0.00365,.cache_imagenette/imagenette2-320/train/n02102040/n02102040_2326.JPEG
2497,-0.00367,.cache_imagenette/imagenette2-320/train/n03425413/n03425413_18326.JPEG
2498,-0.00374,.cache_imagenette/imagenette2-320/train/n02979186/n02979186_5497.JPEG
2499,-0.00378,.cache_imagenette/imagenette2-320/train/n03394916/n03394916_35457.JPEG
2500,-0.00380,.cache_imagenette/imagenette2-320/train/n03028079/n03028079_10138.JPEG
2501,-0.00381,.cache_imagenette/imagenette2-320/train/n03028079/n03028079_12799.JPEG
2502,-0.00384,.cache_imagenette/imagenette2-320/train/n03394916/n03394916_37518.JPEG
2503,-0.00384,.cache_imagenette/imagenette2-320/train/n03394916/n03394916_49307.JPEG
2504,-0.00394,.cache_imagenette/imagenette2-320/train/n02102040/n02102040_3026.JPEG
2505,-0.00400,.cache_imagenette/imagenette2-320/train/n02979186/n02979186_2883.JPEG
2506,-0.00406,.cache_imagenette/imagenette2-320/train/n02102040/n02102040_1287.JPEG
2507,-0.00409,.cache_imagenette/imagenette2-320/train/n03445777/n03445777_1475.JPEG
2508,-0.00415,.cache_imagenette/imagenette2-320/train/n03417042/n03417042_1668.JPEG
2509,-0.00417,.cache_imagenette/imagenette2-320/train/n03425413/ILSVRC2012_val_00019667.JPEG
2510,-0.00419,.cache_imagenette/imagenette2-320/train/n03394916/n03394916_15667.JPEG
2511,-0.00421,.cache_imagenette/imagenette2-320/train/n03425413/n03425413_18017.JPEG
2512,-0.00425,.cache_imagenette/imagenette2-320/train/n02102040/n02102040_5408.JPEG
2513,-0.00426,.cache_imagenette/imagenette2-320/train/n03000684/n03000684_5518.JPEG
2514,-0.00442,.cache_imagenette/imagenette2-320/train/n03000684/n03000684_863.JPEG
2515,-0.00443,.cache_imagenette/imagenette2-320/train/n03028079/n03028079_3183.JPEG
2516,-0.00449,.cache_imagenette/imagenette2-320/train/n03425413/n03425413_15019.JPEG
2517,-0.00451,.cache_imagenette/imagenette2-320/train/n01440764/n01440764_44.JPEG
2518,-0.00461,.cache_imagenette/imagenette2-320/train/n03394916/n03394916_50779.JPEG
2519,-0.00465,.cache_imagenette/imagenette2-320/train/n02979186/n02979186_2415.JPEG
2520,-0.00475,.cache_imagenette/imagenette2-320/train/n02102040/n02102040_3013.JPEG
2521,-0.00487,.cache_imagenette/imagenette2-320/train/n03394916/n03394916_38659.JPEG
2522,-0.00515,.cache_imagenette/imagenette2-320/train/n03028079/n03028079_15098.JPEG
2523,-0.00520,.cache_imagenette/imagenette2-320/train/n02102040/n02102040_5173.JPEG
2524,-0.00532,.cache_imagenette/imagenette2-320/train/n03417042/n03417042_16238.JPEG
2525,-0.00537,.cache_imagenette/imagenette2-320/train/n03394916/n03394916_45433.JPEG
2526,-0.00549,.cache_imagenette/imagenette2-320/train/n03425413/n03425413_21507.JPEG
2527,-0.00551,.cache_imagenette/imagenette2-320/train/n03028079/n03028079_8103.JPEG
2528,-0.00552,.cache_imagenette/imagenette2-320/train/n02102040/n02102040_5373.JPEG
2529,-0.00562,.cache_imagenette/imagenette2-320/train/n03417042/n03417042_27085.JPEG
2530,-0.00567,.cache_imagenette/imagenette2-320/train/n03445777/n03445777_819.JPEG
2531,-0.00567,.cache_imagenette/imagenette2-320/train/n03394916/n03394916_53213.JPEG
2532,-0.00575,.cache_imagenette/imagenette2-320/train/n02979186/n02979186_25217.JPEG
2533,-0.00577,.cache_imagenette/imagenette2-320/train/n03394916/n03394916_60489.JPEG
2534,-0.00581,.cache_imagenette/imagenette2-320/train/n03394916/n03394916_11754.JPEG
2535,-0.00582,.cache_imagenette/imagenette2-320/train/n02979186/n02979186_5163.JPEG
2536,-0.00588,.cache_imagenette/imagenette2-320/train/n03425413/n03425413_719.JPEG
2537,-0.00591,.cache_imagenette/imagenette2-320/train/n03028079/n03028079_1724.JPEG
2538,-0.00593,.cache_imagenette/imagenette2-320/train/n02979186/n02979186_10706.JPEG
2539,-0.00634,.cache_imagenette/imagenette2-320/train/n03445777/n03445777_14237.JPEG
2540,-0.00638,.cache_imagenette/imagenette2-320/train/n03417042/n03417042_18554.JPEG
2541,-0.00639,.cache_imagenette/imagenette2-320/train/n03888257/n03888257_35764.JPEG
2542,-0.00649,.cache_imagenette/imagenette2-320/train/n02979186/n02979186_4059.JPEG
2543,-0.00658,.cache_imagenette/imagenette2-320/train/n03028079/n03028079_17699.JPEG
2544,-0.00659,.cache_imagenette/imagenette2-320/train/n03394916/n03394916_3228.JPEG
2545,-0.00660,.cache_imagenette/imagenette2-320/train/n03425413/n03425413_15355.JPEG
2546,-0.00663,.cache_imagenette/imagenette2-320/train/n03028079/n03028079_1667.JPEG
2547,-0.00664,.cache_imagenette/imagenette2-320/train/n03028079/n03028079_15507.JPEG
2548,-0.00676,.cache_imagenette/imagenette2-320/train/n03425413/ILSVRC2012_val_00017466.JPEG
2549,-0.00681,.cache_imagenette/imagenette2-320/train/n03425413/n03425413_5716.JPEG
2550,-0.00681,.cache_imagenette/imagenette2-320/train/n03028079/n03028079_14639.JPEG
2551,-0.00689,.cache_imagenette/imagenette2-320/train/n02979186/n02979186_11516.JPEG
2552,-0.00693,.cache_imagenette/imagenette2-320/train/n02102040/n02102040_304.JPEG
2553,-0.00696,.cache_imagenette/imagenette2-320/train/n03028079/n03028079_1633.JPEG
2554,-0.00714,.cache_imagenette/imagenette2-320/train/n03417042/n03417042_94.JPEG
2555,-0.00728,.cache_imagenette/imagenette2-320/train/n03888257/n03888257_36369.JPEG
2556,-0.00739,.cache_imagenette/imagenette2-320/train/n03425413/n03425413_13117.JPEG
2557,-0.00741,.cache_imagenette/imagenette2-320/train/n03000684/n03000684_12788.JPEG
2558,-0.00743,.cache_imagenette/imagenette2-320/train/n02102040/n02102040_4838.JPEG
2559,-0.00747,.cache_imagenette/imagenette2-320/train/n03425413/n03425413_6757.JPEG
2560,-0.00748,.cache_imagenette/imagenette2-320/train/n03888257/n03888257_39575.JPEG
2561,-0.00752,.cache_imagenette/imagenette2-320/train/n03425413/n03425413_17437.JPEG
2562,-0.00752,.cache_imagenette/imagenette2-320/train/n02979186/n02979186_13427.JPEG
2563,-0.00755,.cache_imagenette/imagenette2-320/train/n03394916/n03394916_33829.JPEG
2564,-0.00758,.cache_imagenette/imagenette2-320/train/n03028079/n03028079_86329.JPEG
2565,-0.00764,.cache_imagenette/imagenette2-320/train/n03394916/n03394916_70959.JPEG
2566,-0.00773,.cache_imagenette/imagenette2-320/train/n03425413/n03425413_20016.JPEG
2567,-0.00785,.cache_imagenette/imagenette2-320/train/n03425413/n03425413_7443.JPEG
2568,-0.00802,.cache_imagenette/imagenette2-320/train/n03028079/n03028079_1669.JPEG
2569,-0.00811,.cache_imagenette/imagenette2-320/train/n03417042/n03417042_924.JPEG
2570,-0.00814,.cache_imagenette/imagenette2-320/train/n03028079/n03028079_3967.JPEG
2571,-0.00817,.cache_imagenette/imagenette2-320/train/n03394916/n03394916_32588.JPEG
2572,-0.00819,.cache_imagenette/imagenette2-320/train/n02102040/n02102040_2768.JPEG
2573,-0.00821,.cache_imagenette/imagenette2-320/train/n03028079/n03028079_7287.JPEG
2574,-0.00822,.cache_imagenette/imagenette2-320/train/n03394916/n03394916_45863.JPEG
2575,-0.00829,.cache_imagenette/imagenette2-320/train/n03888257/n03888257_16595.JPEG
2576,-0.00833,.cache_imagenette/imagenette2-320/train/n03425413/n03425413_21658.JPEG
2577,-0.00843,.cache_imagenette/imagenette2-320/train/n03394916/n03394916_56613.JPEG
2578,-0.00861,.cache_imagenette/imagenette2-320/train/n03028079/n03028079_236.JPEG
2579,-0.00868,.cache_imagenette/imagenette2-320/train/n03425413/n03425413_21695.JPEG
2580,-0.00871,.cache_imagenette/imagenette2-320/train/n03888257/n03888257_13029.JPEG
2581,-0.00883,.cache_imagenette/imagenette2-320/train/n02979186/n02979186_11675.JPEG
2582,-0.00887,.cache_imagenette/imagenette2-320/train/n03394916/n03394916_31867.JPEG
2583,-0.00888,.cache_imagenette/imagenette2-320/train/n03888257/n03888257_10639.JPEG
2584,-0.00889,.cache_imagenette/imagenette2-320/train/n03394916/n03394916_40029.JPEG
2585,-0.00893,.cache_imagenette/imagenette2-320/train/n03888257/n03888257_38613.JPEG
2586,-0.00894,.cache_imagenette/imagenette2-320/train/n02979186/n02979186_14773.JPEG
2587,-0.00896,.cache_imagenette/imagenette2-320/train/n02979186/n02979186_11859.JPEG
2588,-0.00896,.cache_imagenette/imagenette2-320/train/n01440764/n01440764_12208.JPEG
2589,-0.00908,.cache_imagenette/imagenette2-320/train/n03445777/n03445777_2133.JPEG
2590,-0.00913,.cache_imagenette/imagenette2-320/train/n03000684/n03000684_31035.JPEG
2591,-0.00914,.cache_imagenette/imagenette2-320/train/n03028079/n03028079_9974.JPEG
2592,-0.00918,.cache_imagenette/imagenette2-320/train/n03425413/n03425413_20978.JPEG
2593,-0.00921,.cache_imagenette/imagenette2-320/train/n03394916/n03394916_13698.JPEG
2594,-0.00926,.cache_imagenette/imagenette2-320/train/n02102040/n02102040_5145.JPEG
2595,-0.00932,.cache_imagenette/imagenette2-320/train/n03028079/n03028079_42766.JPEG
2596,-0.00935,.cache_imagenette/imagenette2-320/train/n03000684/n03000684_16537.JPEG
2597,-0.00936,.cache_imagenette/imagenette2-320/train/n03888257/n03888257_4553.JPEG
2598,-0.00947,.cache_imagenette/imagenette2-320/train/n02979186/n02979186_14279.JPEG
2599,-0.00955,.cache_imagenette/imagenette2-320/train/n03394916/n03394916_35676.JPEG
2600,-0.00968,.cache_imagenette/imagenette2-320/train/n03028079/n03028079_3978.JPEG
2601,-0.00971,.cache_imagenette/imagenette2-320/train/n03425413/n03425413_21514.JPEG
2602,-0.00979,.cache_imagenette/imagenette2-320/train/n02979186/n02979186_12118.JPEG
2603,-0.00982,.cache_imagenette/imagenette2-320/train/n03394916/n03394916_36839.JPEG
2604,-0.00987,.cache_imagenette/imagenette2-320/train/n02979186/n02979186_3428.JPEG
2605,-0.00994,.cache_imagenette/imagenette2-320/train/n03445777/n03445777_7939.JPEG
2606,-0.00996,.cache_imagenette/imagenette2-320/train/n02979186/n02979186_25179.JPEG
2607,-0.00997,.cache_imagenette/imagenette2-320/train/n03028079/n03028079_10494.JPEG
2608,-0.01006,.cache_imagenette/imagenette2-320/train/n03028079/n03028079_26984.JPEG
2609,-0.01011,.cache_imagenette/imagenette2-320/train/n03888257/n03888257_62568.JPEG
2610,-0.01015,.cache_imagenette/imagenette2-320/train/n01440764/ILSVRC2012_val_00037383.JPEG
2611,-0.01026,.cache_imagenette/imagenette2-320/train/n02979186/n02979186_5737.JPEG
2612,-0.01026,.cache_imagenette/imagenette2-320/train/n03425413/n03425413_5864.JPEG
2613,-0.01027,.cache_imagenette/imagenette2-320/train/n02102040/n02102040_2914.JPEG
2614,-0.01038,.cache_imagenette/imagenette2-320/train/n01440764/n01440764_5003.JPEG
2615,-0.01042,.cache_imagenette/imagenette2-320/train/n03888257/n03888257_22146.JPEG
2616,-0.01050,.cache_imagenette/imagenette2-320/train/n01440764/n01440764_5295.JPEG
2617,-0.01055,.cache_imagenette/imagenette2-320/train/n03445777/n03445777_10235.JPEG
2618,-0.01066,.cache_imagenette/imagenette2-320/train/n01440764/n01440764_3197.JPEG
2619,-0.01069,.cache_imagenette/imagenette2-320/train/n03394916/n03394916_16778.JPEG
2620,-0.01073,.cache_imagenette/imagenette2-320/train/n02979186/n02979186_12056.JPEG
2621,-0.01080,.cache_imagenette/imagenette2-320/train/n03888257/n03888257_18687.JPEG
2622,-0.01080,.cache_imagenette/imagenette2-320/train/n02979186/n02979186_14644.JPEG
2623,-0.01092,.cache_imagenette/imagenette2-320/train/n02102040/n02102040_4325.JPEG
2624,-0.01096,.cache_imagenette/imagenette2-320/train/n02979186/n02979186_3056.JPEG
2625,-0.01098,.cache_imagenette/imagenette2-320/train/n03394916/ILSVRC2012_val_00013113.JPEG
2626,-0.01101,.cache_imagenette/imagenette2-320/train/n02979186/n02979186_14688.JPEG
2627,-0.01105,.cache_imagenette/imagenette2-320/train/n02979186/n02979186_23309.JPEG
2628,-0.01105,.cache_imagenette/imagenette2-320/train/n02102040/n02102040_193.JPEG
2629,-0.01111,.cache_imagenette/imagenette2-320/train/n03028079/n03028079_23514.JPEG
2630,-0.01113,.cache_imagenette/imagenette2-320/train/n03888257/n03888257_11845.JPEG
2631,-0.01113,.cache_imagenette/imagenette2-320/train/n02102040/n02102040_6313.JPEG
2632,-0.01117,.cache_imagenette/imagenette2-320/train/n03000684/n03000684_745.JPEG
2633,-0.01122,.cache_imagenette/imagenette2-320/train/n03417042/n03417042_1263.JPEG
2634,-0.01136,.cache_imagenette/imagenette2-320/train/n02979186/n02979186_24829.JPEG
2635,-0.01144,.cache_imagenette/imagenette2-320/train/n03417042/n03417042_26843.JPEG
2636,-0.01161,.cache_imagenette/imagenette2-320/train/n02979186/n02979186_10749.JPEG
2637,-0.01163,.cache_imagenette/imagenette2-320/train/n03028079/n03028079_8027.JPEG
2638,-0.01167,.cache_imagenette/imagenette2-320/train/n03425413/n03425413_12623.JPEG
2639,-0.01167,.cache_imagenette/imagenette2-320/train/n03028079/n03028079_11614.JPEG
2640,-0.01171,.cache_imagenette/imagenette2-320/train/n03028079/n03028079_25995.JPEG
2641,-0.01173,.cache_imagenette/imagenette2-320/train/n03888257/n03888257_36686.JPEG
2642,-0.01179,.cache_imagenette/imagenette2-320/train/n02102040/n02102040_335.JPEG
2643,-0.01197,.cache_imagenette/imagenette2-320/train/n03425413/ILSVRC2012_val_00048059.JPEG
2644,-0.01213,.cache_imagenette/imagenette2-320/train/n02979186/n02979186_3674.JPEG
2645,-0.01218,.cache_imagenette/imagenette2-320/train/n02102040/n02102040_4337.JPEG
2646,-0.01229,.cache_imagenette/imagenette2-320/train/n03425413/n03425413_8579.JPEG
2647,-0.01230,.cache_imagenette/imagenette2-320/train/n03394916/n03394916_36778.JPEG
2648,-0.01240,.cache_imagenette/imagenette2-320/train/n03394916/n03394916_34553.JPEG
2649,-0.01243,.cache_imagenette/imagenette2-320/train/n03445777/n03445777_3928.JPEG
2650,-0.01243,.cache_imagenette/imagenette2-320/train/n03394916/n03394916_38196.JPEG
2651,-0.01244,.cache_imagenette/imagenette2-320/train/n03445777/n03445777_138.JPEG
2652,-0.01244,.cache_imagenette/imagenette2-320/train/n02102040/n02102040_2493.JPEG
2653,-0.01247,.cache_imagenette/imagenette2-320/train/n03417042/n03417042_2654.JPEG
2654,-0.01249,.cache_imagenette/imagenette2-320/train/n03394916/n03394916_47246.JPEG
2655,-0.01258,.cache_imagenette/imagenette2-320/train/n02102040/n02102040_536.JPEG
2656,-0.01260,.cache_imagenette/imagenette2-320/train/n03425413/n03425413_21285.JPEG
2657,-0.01261,.cache_imagenette/imagenette2-320/train/n03888257/n03888257_11098.JPEG
2658,-0.01277,.cache_imagenette/imagenette2-320/train/n03888257/n03888257_13894.JPEG
2659,-0.01285,.cache_imagenette/imagenette2-320/train/n03394916/n03394916_34698.JPEG
2660,-0.01304,.cache_imagenette/imagenette2-320/train/n02102040/n02102040_1079.JPEG
2661,-0.01308,.cache_imagenette/imagenette2-320/train/n03425413/n03425413_11564.JPEG
2662,-0.01310,.cache_imagenette/imagenette2-320/train/n03888257/n03888257_30683.JPEG
2663,-0.01322,.cache_imagenette/imagenette2-320/train/n02979186/n02979186_5138.JPEG
2664,-0.01322,.cache_imagenette/imagenette2-320/train/n03445777/n03445777_19926.JPEG
2665,-0.01324,.cache_imagenette/imagenette2-320/train/n01440764/n01440764_14609.JPEG
2666,-0.01334,.cache_imagenette/imagenette2-320/train/n03417042/n03417042_29855.JPEG
2667,-0.01335,.cache_imagenette/imagenette2-320/train/n03445777/n03445777_8474.JPEG
2668,-0.01338,.cache_imagenette/imagenette2-320/train/n03425413/n03425413_30164.JPEG
2669,-0.01339,.cache_imagenette/imagenette2-320/train/n03394916/n03394916_35423.JPEG
2670,-0.01350,.cache_imagenette/imagenette2-320/train/n03394916/n03394916_40519.JPEG
2671,-0.01355,.cache_imagenette/imagenette2-320/train/n03028079/n03028079_16423.JPEG
2672,-0.01357,.cache_imagenette/imagenette2-320/train/n02979186/n02979186_9456.JPEG
2673,-0.01363,.cache_imagenette/imagenette2-320/train/n03000684/n03000684_1519.JPEG
2674,-0.01365,.cache_imagenette/imagenette2-320/train/n02102040/n02102040_1055.JPEG
2675,-0.01368,.cache_imagenette/imagenette2-320/train/n03394916/n03394916_44815.JPEG
2676,-0.01371,.cache_imagenette/imagenette2-320/train/n02979186/n02979186_2548.JPEG
2677,-0.01375,.cache_imagenette/imagenette2-320/train/n02102040/n02102040_7135.JPEG
2678,-0.01379,.cache_imagenette/imagenette2-320/train/n03417042/n03417042_1716.JPEG
2679,-0.01383,.cache_imagenette/imagenette2-320/train/n02979186/n02979186_13763.JPEG
2680,-0.01386,.cache_imagenette/imagenette2-320/train/n02102040/n02102040_1705.JPEG
2681,-0.01387,.cache_imagenette/imagenette2-320/train/n01440764/n01440764_9627.JPEG
